Title,Artist,ArtistID,Classification,Department,DateAcquired,Value,ObjectID
"Memorial to the Six Million Jewish Martyrs, project, New York City, New York, Perspective of central pier",Louis I. Kahn,2964,Architecture,Architecture & Design,1/15/1997,3.28E+82,32
"The Manhattan Transcripts Project, New York, New York, Introductory panel to Episode 2: The Street (Border Crossing)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,3.99E+45,33
"Royal Hunting Tent, project, Exterior perspective",Marcel Kammerer,7607,Architecture,Architecture & Design,1/15/1997,8.13E+79,34
"The Manhattan Transcripts Project, New York, New York, Episode 2: The Street (Border Crossing)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,1.39E+65,35
"House in Krems, project, Krems, Austria, Elevation",Otto Schönthal,7608,Architecture,Architecture & Design,1/15/1997,4.87E+84,36
"The Manhattan Transcripts Project, New York, New York, Introductory panel to Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,3.73E+32,38
"Imperial Post Office, Teschen, Austria (Elevation)",Otto Schönthal,7608,Architecture,Architecture & Design,1/15/1997,1.13E+69,39
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,5.99E+04,41
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,7.69E+23,42
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,3.07E+69,43
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,4.85E+08,44
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,5.00E+74,45
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,2.09E+24,46
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,3.64E+42,47
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,1.01E+33,48
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall),",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,1.36E+75,49
"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,5.62E+67,50
"The Manhattan Transcripts Project, New York, New York, Introductory panel to Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,2.55E+63,52
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,7.42E+76,54
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,2.29E+27,55
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,8.89E+06,56
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,2.69E+43,57
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,9.15E+72,58
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,7.50E+33,59
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,2.99E+79,60
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,6.49E+50,61
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block,",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,2.18E+47,62
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,6.24E+27,63
"The Manhattan Transcripts Project, New York, New York , Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,1.06E+56,64
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,1.91E+21,65
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,6.57E+07,66
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,6.94E+63,67
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,Architecture,Architecture & Design,1/17/1995,8.56E+59,68
"Concert Hall Project, Dresden, Germany (Interior perspective of preliminary scheme)",Hans Poelzig,8100,Architecture,Architecture & Design,1/11/1966,1.41E+22,76
"Earth-Cloud House, project",Raimund Abraham,47,Architecture,Architecture & Design,1/8/1980,2.02E+77,79
"House IV Project, Falls Village, Connecticut (Multiple axonometrics)","Peter Eisenman, Robert Cole","6969, 8134",Architecture,Architecture & Design,1/8/1980,4.09E+35,81
"Villa dall'Ava, Paris (Saint-Cloud), France, Exterior perspective","Rem Koolhaas, Madelon Vriesendorp","6956, 6957",Architecture,Architecture & Design,1/19/2000,7.23E+86,82
"Pedestrian City project, Hypostyle Courtyard (Structural details)",Roger C. Ferri,1863,Architecture,Architecture & Design,1/8/1980,6.01E+80,84
"Parc de la Villette, Le Case Vide, Paris, France (Axonometric of folly)",Bernard Tschumi,7056,Architecture,Architecture & Design,1/19/2000,8.10E+03,85
"Pedestrian City project, Hypostyle Courtyard (Developed plan and section elevations)",Roger C. Ferri,1863,Architecture,Architecture & Design,1/8/1980,5.18E+21,87
"Parc de la Villette, Paris, France, Aerial perspective of follies",Bernard Tschumi,7056,Architecture,Architecture & Design,1/19/2000,2.24E+37,88
"Pedestrian City project, Hypostyle Courtyard (Perspective)",Roger C. Ferri,1863,Architecture,Architecture & Design,1/8/1980,6.33E+60,90
"Fargo-Moorhead Cultural Center Bridge, project, Fargo, North Dakota and Moorhead, Minnesota, South elevation",Michael Graves,2308,Architecture,Architecture & Design,1/8/1980,3.60E+85,92
"Vacation House Project, Aspen, Colorado, Elevations, interior and exterior perspectives and plan",Michael Graves,2308,Architecture,Architecture & Design,1/8/1980,2.02E+77,94
"French & Company, project, New York (Manhattan), New York, Facade study",Michael Graves,2308,Architecture,Architecture & Design,1/8/1980,6.66E+40,96
"Vacation House, project, Aspen, Colorado, Fireplace",Michael Graves,2308,Architecture,Architecture & Design,1/8/1980,8.66E+16,98
"Regional Administrative Center, project ""Trieste e una Donna."" , Trieste, Italy, Competition design: Elevation and section","Aldo Rossi, Gianni Braghieri, M. Bosshard","7661, 8131, 8180",Architecture,Architecture & Design,1/8/1980,1.47E+45,100
Misc. objects,Ludwig Mies van der Rohe,7166,Mies van der Rohe Archive,Architecture & Design,1/8/1980,4.87E+84,102
"Villa Snellman, Djursholm, Sweden, Elevation of garden facade, sketch",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.01E+33,107
"Villa Snellman, Djursholm, Sweden, Exterior elevation",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,5.40E+44,109
"Villa Snellman, Djursholm, Sweden, Exterior elevation",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,3.58E+09,111
"Villa Snellman, Djursholm, Sweden, Site plan",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.21E+82,113
"Villa Snellman, Djursholm, Sweden, Ground-floor plan",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,8.34E+69,115
"Villa Snellman, Djursholm, Sweden, Second-floor plan",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.77E+51,117
"Skandia Cinema, Stockholm, Sweden, Elevation of front of auditorium",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,3.83E+22,119
"Skandia Cinema, Stockholm, Sweden, Elevation of rear of auditorium",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,7.90E+13,121
"Skandia Cinema, Stockholm, Sweden, Plan of ground floor",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,2.52E+30,123
"Skandia Cinema, Stockholm, Sweden, Floor plan of mezzanine",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,3.19E+16,125
"Skandia Cinema, Stockholm, Sweden, Perspective of staircase",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,2.45E+40,126
"Skandia Cinema, Stockholm, Sweden, Perspective of promenade",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,8.44E+26,128
"Public Library, Stockholm, Sweden, Elevation of front facade",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,2.66E+86,130
"Public Library, Stockholm, Sweden, Elevation of west facade",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.69E+28,131
"Public Library, Stockholm, Sweden, Section",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,7.31E+43,132
"Public Library, Stockholm, Sweden, Plan of first and second galleries",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,6.76E+73,133
"Stockholm Exhibition, Stockholm, Sweden (Elevation of advertising tower)",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.21E+82,134
"Law Courts Annex, Gothenburg, Sweden, Exterior elevation",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.57E+58,135
"Law Courts Annex, Gothenburg, Sweden, Plan of courtroom and section of desk",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,4.15E+68,136
"Woodland Crematorium, Stockholm, Sweden, Second version: section and two exterior elevations",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,2.12E+57,137
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior elevation",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,3.69E+75,138
"Woodland Crematorium, Stockholm, Sweden, Second version: exterior elevation",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.74E+18,139
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior elevation",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.81E+41,141
"Woodland Crematorium, Stockholm, Sweden, Second version: exterior elevation and section",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,3.99E+45,142
"Woodland Crematorium, Stockholm, Sweden, Second version: Two sections",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,2.20E+04,143
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior perspective",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,5.46E+01,144
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, First version: exterior perspective",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,7.31E+43,145
"Woodland Crematorium, Stockholm, Sweden, First version: ground floor plan",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,4.42E+05,146
"Woodland Crematorium, Stockholm, Sweden, Exterior-perspective study",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,1.57E+58,147
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Site plan and section, final version","Erik Gunnar Asplund, Sigurd Lewerentz","27, 24452",Architecture,Architecture & Design,1/17/1990,3.37E+72,148
"Woodland Crematorium, Stockholm, Sweden, Exterior elevation of loggia",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,8.44E+26,149
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Exterior elevation, final version",Erik Gunnar Asplund,27,Architecture,Architecture & Design,1/17/1990,9.78E+85,150
"Palais de la Découverte Project, Paris, France (Elevation)","Paul Nelson, Frantz Jourdain, Oscar Nitzchke","8102, 6703, 4312",Architecture,Architecture & Design,1/1/1966,7.61E+66,151
"Palais de la Découverte Project, Paris, France (Longitudinal section)","Paul Nelson, Frantz Jourdain, Oscar Nitzchke","8102, 6703, 4312",Architecture,Architecture & Design,1/1/1966,4.05E+78,152
"Palais de la Découverte Project, Paris, France (Aerial perspective)","Paul Nelson, Oscar Nitzchke, Frantz Jourdain","8102, 4312, 6703",Architecture,Architecture & Design,1/1/1966,2.99E+79,153
"Palais de la Découverte Project, Paris, France (Plan of upper level and exhibits)","Paul Nelson, Frantz Jourdain, Oscar Nitzchke","8102, 6703, 4312",Architecture,Architecture & Design,1/1/1966,3.07E+69,154
"Gymnasium-Bridge, project, New York City, New York, Perspective",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,1.14E+26,163
"Gymnasium-Bridge Project, New York, New York, Perspective",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,7.50E+33,164
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,5.62E+67,165
"Gymnasium Bridge, project, New York City, New York, Plan, site plan, and exterior perspective",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,1.32E+09,166
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Perspective and plan",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,2.04E+34,167
Helium Bridge Project,Paolo Soleri,8101,Architecture,Architecture & Design,1/1/1966,1.68E+71,168
"Autonomous Artisans' House, project, Staten Island, New York, Perspective",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,5.13E+64,169
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Elevations",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,2.01E+01,170
"Autonomous Artisans' House, project, New York (Staten Island), New York, Perspective",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,1.13E+69,171
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Perspectives and elevation",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,1.96E+11,172
"Berkowitz House, Martha's Vineyard, Massachusetts, Exterior perspective",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,5.46E+01,173
"Hadassah University Medical Center, Mount Scopus, Jerusalem, Perspectives",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,5.05E+31,174
"Porta Vittoria, project, Milan, Italy, View from court of four-sided pentagon, perspective, site plan",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,7.20E+10,175
"Hadassah University Medical Center, Mount Scopus, Jerusalem, Perspective",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,1.48E+02,176
"Porta Vittoria, project, Milan, Italy, Garden of Sounds, perspective and plan",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,1.03E+66,177
"Hadassah University Medical Center, Mount Scopus, Jerusalem, Interior perspective and details of furniture",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,1.63E+81,178
"Porta Vittoria, project, Milan, Italy, New subway station opening onto elongated gap, perspective and plan",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,9.50E+19,179
"Hadassah University Medical Center, Mount Scopus, Jerusalem, Perspectives of the medical school and auditorium",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,1.36E+75,180
"Porta Vittoria, project, Milan, Italy, View at elliptical passage, perspective and plan",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,5.26E+54,181
"Hadassah University Medical Center, Mount Scopus, Jerusalem, Perspective",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,5.48E+77,182
"Porta Vittoria, project, Milan, Italy, Subway station and shops, ticket-taker tower, perspective and plan",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,1.55E+25,183
"Residence of Salman Schocken, Jerusalem, Israel, Perspective and elevation",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,2.58E+20,184
"Porta Vittoria, project, Milan, Italy, Water basin, amphitheater, and jack-up rig, perspective and plan",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,8.44E+26,185
"Hadassah University Medical Center, Mount Scopus, Jerusalem, Israel, Perspectives and elevation",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,1.21E+82,186
"Porta Vittoria, project, Milan, Italy, Passage below water basin, perspective and plan",Steven Holl,2702,Architecture,Architecture & Design,5/16/1989,8.01E+46,187
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Perspectives and elevation",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,1.51E+35,188
"Residence for Herbert Green, Studies for an Unfolded Modular House, Cherry Hill, Pennsylvania, Perspective",Paul Rudolph,5076,Architecture,Architecture & Design,5/16/1989,1.51E+35,189
"Gated Wall, Perspective and elevation",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,6.40E+17,190
"Finney Guest House Project, Siesta Key, Florida, Aerial perspective",Paul Rudolph,5076,Architecture,Architecture & Design,5/16/1989,3.15E+59,191
"Gated Wall, Perspective and elevation",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,5.92E+47,192
"Yale University, Art and Architecture Building, New Haven, Connecticut, Elevation",Paul Rudolph,5076,Architecture,Architecture & Design,5/16/1989,3.64E+42,193
"Residence of Salman Schocken, Jerusalem, Israel, Perspectives",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,9.89E+42,194
Unidentified project (Perspective),Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,8.10E+03,195
"Hadassah University Hospital, Mount Scopus, Jerusalem, Exterior perspective of northwest corner from University Building",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,3.55E+52,197
"Hadassah University Medical Center, Mount Scopus, Jerusalem, View of hospital, north west corner: ""From the National Library""",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,2.15E+14,198
"Hadassah University Medical Center, Mount Scopus, Jerusalem, Exterior perspective",Erich Mendelsohn,8219,Architecture,Architecture & Design,1/19/2000,1.81E+41,199
"Arcadia Peninsula Housing, project, Revised version: exterior elevation",Peter Cook,6950,Architecture,Architecture & Design,1/15/1992,1.04E+23,200
"Slow House Project, North Haven, New York, Plan of lower-level and sections","Diller + Scofidio, Elizabeth Diller, Ricardo Scofidio","8707, 6951, 6952",Architecture,Architecture & Design,1/15/1992,3.55E+52,201
"The Peak Project, Hong Kong, China (Exterior perspective)",Zaha Hadid,6953,Architecture,Architecture & Design,1/15/1992,2.35E+17,202
"Study for an Office Building, project, Tokyo, Japan, Exterior perspective",Fumihiko Maki,6954,Architecture,Architecture & Design,1/15/1992,3.07E+69,203
"Egg of Columbus Circle project, New York, New York (Axonometric)","Rem Koolhaas, Zoe Zenghelis, Elia Zenghelis, Madelon Vriesendorp","6956, 7559, 7558, 6957",Architecture,Architecture & Design,1/15/1992,9.64E+52,204
"Arch Oboler Guest House (Eleanor's Retreat), project, Malibu, California, Plan and elevation",Frank Lloyd Wright,6459,Architecture,Architecture & Design,1/15/1992,6.24E+27,205
"Arch Oboler Guest House (Eleanor's Retreat), project, Malibu, California, Plan and elevation",Frank Lloyd Wright,6459,Architecture,Architecture & Design,1/15/1992,2.09E+24,206
"Arch Oboler Guest House (Eleanor's Retreat), project, Malibu, California, Perspective",Frank Lloyd Wright,6459,Architecture,Architecture & Design,1/15/1992,1.63E+81,207
"Arch Oboler Guest House (Eleanor's Retreat), project, Malibu, California, Perspective",Frank Lloyd Wright,6459,Architecture,Architecture & Design,1/15/1992,8.34E+69,208
"Exhibition ""Mario Bellini: Designer."", The Museum of Modern Art, New York, 1987, Installation plan",Mario Bellini,451,Architecture,Architecture & Design,4/27/1988,2.35E+17,209
"City Hall, project, North Canton, Ohio, Perspective sketch","Venturi and Rauch, Robert Venturi, John Rauch","8213, 6132, 8214",Architecture,Architecture & Design,4/27/1988,1.48E+02,210
"House, Northern Delaware, Preliminary study of west elevation","Venturi and Rauch, Robert Venturi, John Rauch, Denise Scott Brown","8213, 6132, 8214, 8216",Architecture,Architecture & Design,4/27/1988,1.41E+22,211
"Gordon Wu Hall, Princeton University, Princeton, New Jersey, Preliminary study of entrance and windows","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216",Architecture,Architecture & Design,4/27/1988,4.26E+58,212
"Gordon Wu Hall, Princeton University, Princeton, New Jersey, Preliminary study of entrance and elevation","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216",Architecture,Architecture & Design,4/27/1988,2.01E+01,213
"Lewis Thomas Laboratory for Molecular Biology, Princeton University, Princeton, New Jersey, Preliminary study of entrance and elevation","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216",Architecture,Architecture & Design,4/27/1988,1.10E+03,215
"Center for Applied Computer Research, Las Promesas, Mexico, Site plan",Emilio Ambasz,141,Architecture,Architecture & Design,1/15/1992,2.07E+67,219
"Hospital: House of Hope, Houses of Birth, Houses of No Return, project, Venice, Italy, Sectional perspective",Raimund Abraham,47,Architecture,Architecture & Design,5/9/1995,1.43E+55,220
"Church on the Water, Tomamu, Hokkaido, Japan (Elevation and plan)",Tadao Ando,7055,Architecture,Architecture & Design,5/4/1993,1.22E+39,221
"Church on the Water, Tomamu, Hokkaido, Japan, Plan and sketch",Tadao Ando,7055,Architecture,Architecture & Design,5/4/1993,8.13E+79,222
"Church on the Water, Tomamu, Hokkaido, Japan, Elevation and plan, sketch",Tadao Ando,7055,Architecture,Architecture & Design,5/4/1993,1.72E+61,223
"Chikatsu-Asuka Historical Museum, Minami-Kawachi, Osaka, Japan, Exterior perspective",Tadao Ando,7055,Architecture,Architecture & Design,5/4/1993,6.40E+17,224
"Nara Convention Hall, Nara, Japan, Exterior perspective",Arata Isozaki,2837,Architecture,Architecture & Design,5/4/1993,8.01E+46,225
"Nara Convention Hall, Nara, Japan, South elevation",Arata Isozaki,2837,Architecture,Architecture & Design,5/4/1993,5.00E+74,226
"Nara Convention Hall, Nara, Japan, Interior perpsective of lobby",Arata Isozaki,2837,Architecture,Architecture & Design,5/4/1993,4.61E+28,227
"Nara Convention Hall, Nara, Japan, Interior perspective of main hall",Arata Isozaki,2837,Architecture,Architecture & Design,5/4/1993,9.39E+62,228
"Nara Convention Hall, Nara, Japan, West elevation",Arata Isozaki,2837,Architecture,Architecture & Design,5/4/1993,3.89E+55,229
"Nara Convention Hall, Nara, Japan, Exterior perspective",Arata Isozaki,2837,Architecture,Architecture & Design,5/4/1993,1.65E+38,230
"Nara Convention Hall, Nara, Japan, Interior perspective of concert hall",Arata Isozaki,2837,Architecture,Architecture & Design,5/4/1993,1.25E+29,231
Contra-Construction Project (Axonometric),"Theo van Doesburg, Cornelis van Eesteren","6076, 8112",Architecture,Architecture & Design,6/17/1947,2.01E+01,232
